name.x,date,year,word,n.x,total.x,idf.x,tf_idf.x,source.x,tf.x,name.y,n.y,total.y,idf.y,tf_idf.y,source.y,tf.y,sentiment
Unlikely Democrats,2016-09-19,2016,threat,3,4861,1.1291690091287698,6.968745170512876e-4,APSA,6.171569635877391e-4,The Impact of Voter Fraud Claims on Voter Registration Reform Legislation,1,4182,1.1291690091287698,2.7000693666398134e-4,PSQ,2.3912003825920613e-4,security
Using Bayesian Aldrich‐McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,2014-09-11,2014,future,3,3051,0.4110697789553349,4.041984060524434e-4,APSA,9.832841691248771e-4,Long Wars and the Constitution,1,277,0.4110697789553349,0.0014840064222214257,PSQ,0.0036101083032490976,moral
Using Bayesian Aldrich‐McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,2014-09-11,2014,future,3,3051,0.4110697789553349,4.041984060524434e-4,APSA,9.832841691248771e-4,Political Engagement,1,2569,0.4110697789553349,1.6001159165252428e-4,PSQ,3.8925652004671076e-4,moral
Using Bayesian Aldrich‐McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,2014-09-11,2014,future,3,3051,0.4110697789553349,4.041984060524434e-4,APSA,9.832841691248771e-4,The Constitution of Risk,1,315,0.4110697789553349,0.0013049834252550315,PSQ,0.0031746031746031746,moral
Using Bayesian Aldrich‐McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,2014-09-11,2014,rate,3,3051,0.7096191611388666,6.977572872555228e-4,APSA,9.832841691248771e-4,Political Engagement,5,2569,0.7096191611388666,0.0013811194261169066,PSQ,0.001946282600233554,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,democratic,3,2619,0.45888765330582776,5.256445055049574e-4,APSA,0.001145475372279496,Political Engagement,4,2569,0.45888765330582776,7.14500044072912e-4,PSQ,0.001557026080186843,moral
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,democratic,3,2619,0.45888765330582776,5.256445055049574e-4,APSA,0.001145475372279496,American Umpire,2,319,0.45888765330582776,0.0028770385787199233,PSQ,0.006269592476489028,moral
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,development,3,2619,0.9210310984324304,0.0010550184403578813,APSA,0.001145475372279496,Political Engagement,1,2569,0.9210310984324304,3.5851736023060737e-4,PSQ,3.8925652004671076e-4,economic
When Do the Rich Vote Less Than the Poor and Why? Explaining Turnout Inequality across the World,2014-09-11,2014,wars,3,2619,2.0153330355994177,0.0023085143592204097,APSA,0.001145475372279496,Long Wars and the Constitution,1,277,2.0153330355994177,0.007275570525629667,PSQ,0.0036101083032490976,security
"Disgust, Anxiety, and Political Learning in the Face of Threat",2018-03-25,2018,community,2,3365,1.2506156625382205,7.433079717909186e-4,APSA,5.943536404160475e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,1.2506156625382205,0.0013829144812438857,PSQ,0.0011057869517139699,moral
"Disgust, Anxiety, and Political Learning in the Face of Threat",2018-03-25,2018,students,2,3365,1.8117340803581783,0.0010768107461267033,APSA,5.943536404160475e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",7,359,1.8117340803581783,0.035326291260465874,PSQ,0.019498607242339833,economic
"Disgust, Anxiety, and Political Learning in the Face of Threat",2018-03-25,2018,students,2,3365,1.8117340803581783,0.0010768107461267033,APSA,5.943536404160475e-4,John Adams and the Fear of American Oligarchy,1,308,1.8117340803581783,0.0058822535076564235,PSQ,0.003246753246753247,economic
"Disgust, Anxiety, and Political Learning in the Face of Threat",2018-03-25,2018,university,2,3365,1.6605954510009115,9.8698095156072e-4,APSA,5.943536404160475e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",2,359,1.6605954510009115,0.009251228139280844,PSQ,0.005571030640668524,economic
"Disgust, Anxiety, and Political Learning in the Face of Threat",2018-03-25,2018,university,2,3365,1.6605954510009115,9.8698095156072e-4,APSA,5.943536404160475e-4,John Adams and the Fear of American Oligarchy,1,308,1.6605954510009115,0.005391543672080882,PSQ,0.003246753246753247,economic
"Disgust, Anxiety, and Political Learning in the Face of Threat",2018-03-25,2018,university,2,3365,1.6605954510009115,9.8698095156072e-4,APSA,5.943536404160475e-4,Return to Cold War,1,309,1.6605954510009115,0.005374095310682562,PSQ,0.003236245954692557,economic
Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-09-03,2013,democratic,2,3248,0.45888765330582776,2.8256628898142103e-4,APSA,6.157635467980296e-4,What Really Happened in Planning for Postwar Iraq?,7,4719,0.45888765330582776,6.806979387880472e-4,PSQ,0.0014833651197287562,moral
"Hawks, Doves, and Peace",2018-09-19,2018,developed,2,3483,0.7972664681976223,4.578044606360163e-4,APSA,5.742176284811944e-4,"Federalism and the Politics of Bottom‐Up Social Policy Diffusion in the United States, Mexico, and Canada",5,5423,0.7972664681976223,7.350788015836458e-4,PSQ,9.219988936013276e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,developed,2,3483,0.7972664681976223,4.578044606360163e-4,APSA,5.742176284811944e-4,The De‐Institutionalization of Congress,5,2794,0.7972664681976223,0.0014267474377194385,PSQ,0.0017895490336435219,economic
"Hawks, Doves, and Peace",2018-09-19,2018,developed,2,3483,0.7972664681976223,4.578044606360163e-4,APSA,5.742176284811944e-4,Bipolarity and the Future of U.S.‐China Relations,2,4818,0.7972664681976223,3.3095328692304786e-4,PSQ,4.1511000415110004e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,rate,2,3483,0.7096191611388666,4.074758318339745e-4,APSA,5.742176284811944e-4,"Federalism and the Politics of Bottom‐Up Social Policy Diffusion in the United States, Mexico, and Canada",3,5423,0.7096191611388666,3.925608488690023e-4,PSQ,5.531993361607966e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,rate,2,3483,0.7096191611388666,4.074758318339745e-4,APSA,5.742176284811944e-4,America First? Explaining Continuity and Change in Trump's Foreign Policy,2,5055,0.7096191611388666,2.8075931202329045e-4,PSQ,3.956478733926805e-4,economic
"Hawks, Doves, and Peace",2018-09-19,2018,rate,2,3483,0.7096191611388666,4.074758318339745e-4,APSA,5.742176284811944e-4,Black Republicans and the Transformation of the GOP,1,814,0.7096191611388666,8.717680112271088e-4,PSQ,0.0012285012285012285,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,capital,2,3044,1.569820426361978,0.0010314194654152287,APSA,6.57030223390276e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,5,6044,1.569820426361978,0.0012986601806435952,PSQ,8.272667107875579e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,capital,2,3044,1.569820426361978,0.0010314194654152287,APSA,6.57030223390276e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",3,5826,1.569820426361978,8.083524337600298e-4,PSQ,5.149330587023687e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,capital,2,3044,1.569820426361978,0.0010314194654152287,APSA,6.57030223390276e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,1,4735,1.569820426361978,3.3153546491277255e-4,PSQ,2.1119324181626187e-4,economic
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,security,2,3044,1.1782251661179641,7.74129544098531e-4,APSA,6.57030223390276e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,13,4735,1.1782251661179641,0.003234831501485435,PSQ,0.0027455121436114043,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,security,2,3044,1.1782251661179641,7.74129544098531e-4,APSA,6.57030223390276e-4,The India Lobby and the Nuclear Agreement with India,5,4976,1.1782251661179641,0.0011839079241539028,PSQ,0.0010048231511254019,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,security,2,3044,1.1782251661179641,7.74129544098531e-4,APSA,6.57030223390276e-4,Global Health and International Relations,3,283,1.1782251661179641,0.012490019428812341,PSQ,0.01060070671378092,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,security,2,3044,1.1782251661179641,7.74129544098531e-4,APSA,6.57030223390276e-4,Limited Government and the Bill of Rights,2,306,1.1782251661179641,0.00770081807920238,PSQ,0.006535947712418301,security
How Governments Shape the Risk of Civil Violence,2013-12-17,2013,security,2,3044,1.1782251661179641,7.74129544098531e-4,APSA,6.57030223390276e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",1,5826,1.1782251661179641,2.0223569620974325e-4,PSQ,1.7164435290078958e-4,security
Ideologically Sophisticated Donors,2016-09-19,2016,financial,2,3418,1.525368663791144,8.925504176659708e-4,APSA,5.851375073142189e-4,"Democracy, Elite Bias, and Redistribution in Latin America",1,4346,1.525368663791144,3.509822051981464e-4,PSQ,2.300966405890474e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,financial,2,3418,1.525368663791144,8.925504176659708e-4,APSA,5.851375073142189e-4,Deterring Rational Fanatics,1,406,1.525368663791144,0.003757065674362424,PSQ,0.0024630541871921183,economic
Ideologically Sophisticated Donors,2016-09-19,2016,health,2,3418,1.4097839143574584,8.249174454988054e-4,APSA,5.851375073142189e-4,"Democracy, Elite Bias, and Redistribution in Latin America",6,4346,1.4097839143574584,0.0019463192559007708,PSQ,0.0013805798435342844,environmental
Ideologically Sophisticated Donors,2016-09-19,2016,investment,2,3418,1.8330114788054632,0.0010725637675865788,APSA,5.851375073142189e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,1.8330114788054632,8.435395668685979e-4,PSQ,4.601932811780948e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,trade,2,3418,1.0066689835942475,5.890397797508762e-4,APSA,5.851375073142189e-4,The Causes and Effects of International Treaties,7,2889,1.0066689835942475,0.0024391425701487477,PSQ,0.0024229837313949464,economic
Ideologically Sophisticated Donors,2016-09-19,2016,trade,2,3418,1.0066689835942475,5.890397797508762e-4,APSA,5.851375073142189e-4,Decision Making in Using Assassinations in International Relations,3,5254,1.0066689835942475,5.748014752155963e-4,PSQ,5.709935287400076e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,trade,2,3418,1.0066689835942475,5.890397797508762e-4,APSA,5.851375073142189e-4,"Democracy, Elite Bias, and Redistribution in Latin America",2,4346,1.0066689835942475,4.6326230262045445e-4,PSQ,4.601932811780948e-4,economic
Ideologically Sophisticated Donors,2016-09-19,2016,trade,2,3418,1.0066689835942475,5.890397797508762e-4,APSA,5.851375073142189e-4,Intelligence and the Iraq and Afghanistan Wars,2,4334,1.0066689835942475,4.6454498550726694e-4,PSQ,4.6146746654360867e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economy,2,3584,1.2210277053527245,6.813770677191543e-4,APSA,5.580357142857143e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,35,5013,1.2210277053527245,0.008525028862426762,PSQ,0.006981847197287053,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economy,2,3584,1.2210277053527245,6.813770677191543e-4,APSA,5.580357142857143e-4,Sustaining China's Economic Growth after the Global Financial Crisis,8,293,1.2210277053527245,0.03333864041918702,PSQ,0.027303754266211604,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economy,2,3584,1.2210277053527245,6.813770677191543e-4,APSA,5.580357142857143e-4,The Bankruptcy of Liberalism and Conservatism,6,4462,1.2210277053527245,0.0016419018897616197,PSQ,0.001344688480502017,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economy,2,3584,1.2210277053527245,6.813770677191543e-4,APSA,5.580357142857143e-4,The Point Four Program and U.S. International Development Policy,3,5698,1.2210277053527245,6.428717297399392e-4,PSQ,5.265005265005265e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,economy,2,3584,1.2210277053527245,6.813770677191543e-4,APSA,5.580357142857143e-4,The Consequences of Forced State Failure in Iraq,1,4438,1.2210277053527245,2.7513017245442195e-4,PSQ,2.253267237494367e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,employees,2,3584,2.5701217827865244,0.0014342197448585514,APSA,5.580357142857143e-4,The Bankruptcy of Liberalism and Conservatism,4,4462,2.5701217827865244,0.002304008769866898,PSQ,8.964589870013447e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,employees,2,3584,2.5701217827865244,0.0014342197448585514,APSA,5.580357142857143e-4,The Consequences of Forced State Failure in Iraq,1,4438,2.5701217827865244,5.791171209523489e-4,PSQ,2.253267237494367e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,future,2,3584,0.4110697789553349,2.29391617720611e-4,APSA,5.580357142857143e-4,The Point Four Program and U.S. International Development Policy,5,5698,0.4110697789553349,3.6071409174739813e-4,PSQ,8.775008775008775e-4,moral
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,future,2,3584,0.4110697789553349,2.29391617720611e-4,APSA,5.580357142857143e-4,The Consequences of Forced State Failure in Iraq,4,4438,0.4110697789553349,3.7050002609764304e-4,PSQ,9.013068949977468e-4,moral
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,future,2,3584,0.4110697789553349,2.29391617720611e-4,APSA,5.580357142857143e-4,The Bankruptcy of Liberalism and Conservatism,3,4462,0.4110697789553349,2.7638039822187464e-4,PSQ,6.723442402510085e-4,moral
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,future,2,3584,0.4110697789553349,2.29391617720611e-4,APSA,5.580357142857143e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,1,5013,0.4110697789553349,8.200075383110611e-5,PSQ,1.9948134849391582e-4,moral
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,growth,2,3584,1.2998563786413837,7.253662827239864e-4,APSA,5.580357142857143e-4,The Point Four Program and U.S. International Development Policy,18,5698,1.2998563786413837,0.004106250406378537,PSQ,0.003159003159003159,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,growth,2,3584,1.2998563786413837,7.253662827239864e-4,APSA,5.580357142857143e-4,Sustaining China's Economic Growth after the Global Financial Crisis,4,293,1.2998563786413837,0.017745479571896025,PSQ,0.013651877133105802,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,growth,2,3584,1.2998563786413837,7.253662827239864e-4,APSA,5.580357142857143e-4,The Consequences of Forced State Failure in Iraq,4,4438,1.2998563786413837,0.001171569516576281,PSQ,9.013068949977468e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,growth,2,3584,1.2998563786413837,7.253662827239864e-4,APSA,5.580357142857143e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,1,5013,1.2998563786413837,2.592971032598013e-4,PSQ,1.9948134849391582e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,military,2,3584,1.3450253470092952,7.505721802507227e-4,APSA,5.580357142857143e-4,The Consequences of Forced State Failure in Iraq,30,4438,1.3450253470092952,0.00909210464404661,PSQ,0.0067598017124831005,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,military,2,3584,1.3450253470092952,7.505721802507227e-4,APSA,5.580357142857143e-4,The Point Four Program and U.S. International Development Policy,14,5698,1.3450253470092952,0.0033047305823324206,PSQ,0.002457002457002457,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,military,2,3584,1.3450253470092952,7.505721802507227e-4,APSA,5.580357142857143e-4,The Bankruptcy of Liberalism and Conservatism,8,4462,1.3450253470092952,0.00241152012014217,PSQ,0.0017929179740026895,security
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,money,2,3584,1.3957976723827186,7.789049511064277e-4,APSA,5.580357142857143e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,7,5013,1.3957976723827186,0.0019490492133810153,PSQ,0.0013963694394574107,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,money,2,3584,1.3957976723827186,7.789049511064277e-4,APSA,5.580357142857143e-4,"Congressional Parties, Institutional Ambition, and the Financing of Majority Control",2,331,1.3957976723827186,0.008433822793853284,PSQ,0.006042296072507553,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,money,2,3584,1.3957976723827186,7.789049511064277e-4,APSA,5.580357142857143e-4,The Bankruptcy of Liberalism and Conservatism,2,4462,1.3957976723827186,6.256376837215234e-4,PSQ,4.4822949350067237e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,rate,2,3584,0.7096191611388666,3.959928354569568e-4,APSA,5.580357142857143e-4,"Congressional Parties, Institutional Ambition, and the Financing of Majority Control",1,331,0.7096191611388666,0.002143864535162739,PSQ,0.0030211480362537764,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,rate,2,3584,0.7096191611388666,3.959928354569568e-4,APSA,5.580357142857143e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,1,5013,0.7096191611388666,1.4155578718110244e-4,PSQ,1.9948134849391582e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,rate,2,3584,0.7096191611388666,3.959928354569568e-4,APSA,5.580357142857143e-4,Social Protest and Contentious Authoritarianism in China,1,291,0.7096191611388666,0.0024385538183466205,PSQ,0.003436426116838488,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,rate,2,3584,0.7096191611388666,3.959928354569568e-4,APSA,5.580357142857143e-4,The Bankruptcy of Liberalism and Conservatism,1,4462,0.7096191611388666,1.590361185878231e-4,PSQ,2.2411474675033618e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,rates,2,3584,0.9539649201036793,5.32346495593571e-4,APSA,5.580357142857143e-4,Sustaining China's Economic Growth after the Global Financial Crisis,3,293,0.9539649201036793,0.009767558908911391,PSQ,0.010238907849829351,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,rates,2,3584,0.9539649201036793,5.32346495593571e-4,APSA,5.580357142857143e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,2,5013,0.9539649201036793,3.805964173563452e-4,PSQ,3.9896269698783165e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,spending,2,3584,1.2967067697384875,7.23608688470138e-4,APSA,5.580357142857143e-4,How the Economy and Partisanship Shaped the 2012 Presidential and Congressional Elections,19,5013,1.2967067697384875,0.004914707485543839,PSQ,0.0037901456213844005,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,spending,2,3584,1.2967067697384875,7.23608688470138e-4,APSA,5.580357142857143e-4,"Congressional Parties, Institutional Ambition, and the Financing of Majority Control",2,331,1.2967067697384875,0.00783508622198482,PSQ,0.006042296072507553,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,spending,2,3584,1.2967067697384875,7.23608688470138e-4,APSA,5.580357142857143e-4,The Bankruptcy of Liberalism and Conservatism,2,4462,1.2967067697384875,5.812222186187753e-4,PSQ,4.4822949350067237e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,spending,2,3584,1.2967067697384875,7.23608688470138e-4,APSA,5.580357142857143e-4,The Point Four Program and U.S. International Development Policy,1,5698,1.2967067697384875,2.275722656613702e-4,PSQ,1.755001755001755e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,trade,2,3584,1.0066689835942475,5.617572453092899e-4,APSA,5.580357142857143e-4,The Point Four Program and U.S. International Development Policy,3,5698,1.0066689835942475,5.300117498741212e-4,PSQ,5.265005265005265e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,welfare,2,3584,1.434740646331326,8.006365213902488e-4,APSA,5.580357142857143e-4,The Bankruptcy of Liberalism and Conservatism,2,4462,1.434740646331326,6.430930732099175e-4,PSQ,4.4822949350067237e-4,economic
Interbranch Negotiations over Policies with Multiple Outcomes,2013-04-29,2013,welfare,2,3584,1.434740646331326,8.006365213902488e-4,APSA,5.580357142857143e-4,The Point Four Program and U.S. International Development Policy,1,5698,1.434740646331326,2.517972352283829e-4,PSQ,1.755001755001755e-4,economic
Issue Voting as a Constrained Choice Problem,2018-03-25,2018,democratic,2,3454,0.45888765330582776,2.65713754085598e-4,APSA,5.790387955993051e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",5,2713,0.45888765330582776,8.457199655470471e-4,PSQ,0.0018429782528566164,moral
Issue Voting as a Constrained Choice Problem,2018-03-25,2018,democratic,2,3454,0.45888765330582776,2.65713754085598e-4,APSA,5.790387955993051e-4,John Adams and the Fear of American Oligarchy,1,308,0.45888765330582776,0.0014898949782656747,PSQ,0.003246753246753247,moral
Issue Voting as a Constrained Choice Problem,2018-03-25,2018,democratic,2,3454,0.45888765330582776,2.65713754085598e-4,APSA,5.790387955993051e-4,"The Diversity Bargain and Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",1,359,0.45888765330582776,0.0012782385885956205,PSQ,0.002785515320334262,moral
Issue Voting as a Constrained Choice Problem,2018-03-25,2018,health,2,3454,1.4097839143574584,8.163195798248167e-4,APSA,5.790387955993051e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,1.4097839143574584,5.19640219077574e-4,PSQ,3.6859565057132326e-4,environmental
Making Austerity Popular,2018-03-25,2018,developed,2,3368,0.7972664681976223,4.7343614501046456e-4,APSA,5.938242280285036e-4,John Adams and the Fear of American Oligarchy,1,308,0.7972664681976223,0.0025885274941481245,PSQ,0.003246753246753247,economic
Making Austerity Popular,2018-03-25,2018,jobs,2,3368,2.0283202311262287,0.0012044656954431287,APSA,5.938242280285036e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,2.0283202311262287,7.476300151589491e-4,PSQ,3.6859565057132326e-4,economic
Making Austerity Popular,2018-03-25,2018,rates,2,3368,0.9539649201036793,5.664874822468404e-4,APSA,5.938242280285036e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,0.9539649201036793,3.5162732034783607e-4,PSQ,3.6859565057132326e-4,economic
Monopoly Money,2014-09-11,2014,democratic,2,4129,0.45888765330582776,2.222754435969134e-4,APSA,4.843787842092516e-4,Political Engagement,4,2569,0.45888765330582776,7.14500044072912e-4,PSQ,0.001557026080186843,moral
Monopoly Money,2014-09-11,2014,democratic,2,4129,0.45888765330582776,2.222754435969134e-4,APSA,4.843787842092516e-4,American Umpire,2,319,0.45888765330582776,0.0028770385787199233,PSQ,0.006269592476489028,moral
Monopoly Money,2014-09-11,2014,future,2,4129,0.4110697789553349,1.9911347975555094e-4,APSA,4.843787842092516e-4,Long Wars and the Constitution,1,277,0.4110697789553349,0.0014840064222214257,PSQ,0.0036101083032490976,moral
Monopoly Money,2014-09-11,2014,future,2,4129,0.4110697789553349,1.9911347975555094e-4,APSA,4.843787842092516e-4,Political Engagement,1,2569,0.4110697789553349,1.6001159165252428e-4,PSQ,3.8925652004671076e-4,moral
Monopoly Money,2014-09-11,2014,future,2,4129,0.4110697789553349,1.9911347975555094e-4,APSA,4.843787842092516e-4,The Constitution of Risk,1,315,0.4110697789553349,0.0013049834252550315,PSQ,0.0031746031746031746,moral
Monopoly Money,2014-09-11,2014,rate,2,4129,0.7096191611388666,3.437244665240332e-4,APSA,4.843787842092516e-4,Political Engagement,5,2569,0.7096191611388666,0.0013811194261169066,PSQ,0.001946282600233554,economic
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,community,2,3462,1.2506156625382205,7.224816074744197e-4,APSA,5.777007510109763e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,1.2506156625382205,0.0013829144812438857,PSQ,0.0011057869517139699,moral
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,threat,2,3462,1.1291690091287698,6.523217845920103e-4,APSA,5.777007510109763e-4,John Adams and the Fear of American Oligarchy,2,308,1.1291690091287698,0.00733226629304396,PSQ,0.006493506493506494,security
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,threat,2,3462,1.1291690091287698,6.523217845920103e-4,APSA,5.777007510109763e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",2,2713,1.1291690091287698,8.324135710495907e-4,PSQ,7.371913011426465e-4,security
Sectarian Framing in the Syrian Civil War,2018-03-25,2018,threat,2,3462,1.1291690091287698,6.523217845920103e-4,APSA,5.777007510109763e-4,Return to Cold War,1,309,1.1291690091287698,0.003654268637957184,PSQ,0.003236245954692557,security
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,developments,2,3426,2.395319058406597,0.001398318189379216,APSA,5.837711617046118e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,2.395319058406597,0.0026487125599778077,PSQ,0.0011057869517139699,economic
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,economic,2,3426,0.5544699789820188,3.2368358376066476e-4,APSA,5.837711617046118e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",3,2713,0.5544699789820188,6.131256678754355e-4,PSQ,0.0011057869517139699,economic
"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-03-25,2018,rates,2,3426,0.9539649201036793,5.56897209634372e-4,APSA,5.837711617046118e-4,"Latino Democrats, Latino Republicans and Interest in Country of Origin Politics",1,2713,0.9539649201036793,3.5162732034783607e-4,PSQ,3.6859565057132326e-4,economic
The Elusive Search for Presidential Power,2013-12-17,2013,price,2,3043,1.7308819837290834,0.0011376155003148757,APSA,6.572461386789353e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,1,4735,1.7308819837290834,3.6555057734510735e-4,PSQ,2.1119324181626187e-4,economic
The Elusive Search for Presidential Power,2013-12-17,2013,price,2,3043,1.7308819837290834,0.0011376155003148757,APSA,6.572461386789353e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",1,5826,1.7308819837290834,2.970961180448135e-4,PSQ,1.7164435290078958e-4,economic
The Elusive Search for Presidential Power,2013-12-17,2013,war,2,3043,1.0019741392900399,6.585436341045284e-4,APSA,6.572461386789353e-4,Did Bush Democratize the Middle East? The Effects of External–Internal Linkages,13,4735,1.0019741392900399,0.0027509321670053893,PSQ,0.0027455121436114043,security
The Elusive Search for Presidential Power,2013-12-17,2013,war,2,3043,1.0019741392900399,6.585436341045284e-4,APSA,6.572461386789353e-4,Philosophical Pragmatism and the Constitutional Watershed of 1912,8,6044,1.0019741392900399,0.001326239760807465,PSQ,0.0013236267372600927,security
The Elusive Search for Presidential Power,2013-12-17,2013,war,2,3043,1.0019741392900399,6.585436341045284e-4,APSA,6.572461386789353e-4,"International Influence, Domestic Activism, and Gay Rights in Argentina",4,5826,1.0019741392900399,6.87932811047058e-4,PSQ,6.865774116031583e-4,security
The Elusive Search for Presidential Power,2013-12-17,2013,war,2,3043,1.0019741392900399,6.585436341045284e-4,APSA,6.572461386789353e-4,"Deficits, Debt, and the New Politics of Tax Policy",1,292,1.0019741392900399,0.0034314182852398624,PSQ,0.003424657534246575,security
The Primacy of Race in the Geography of Income‐Based Voting,2015-03-13,2015,rates,2,3011,0.9539649201036793,6.336532182688006e-4,APSA,6.642311524410495e-4,Vested Interests and Political Institutions,2,6092,0.9539649201036793,3.1318611953502274e-4,PSQ,3.2829940906106366e-4,economic
